model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
 X2,2019,30723,Manual,8100,Diesel,145,53.3,2.0
 2 Series,2019,31034,Semi-Auto,1105,Diesel,145,52.3,2.0
 2 Series,2019,30215,Manual,10,Petrol,145,52.3,1.5
 2 Series,2019,29579,Semi-Auto,8020,Diesel,145,65.7,2.0
 2 Series,2019,30839,Semi-Auto,123,Diesel,145,49.6,2.0
 3 Series,2019,38769,Semi-Auto,1020,Diesel,145,52.3,2.0
 1 Series,2019,38285,Semi-Auto,3743,Petrol,145,34.5,2.0
 1 Series,2019,26224,Semi-Auto,5500,Petrol,145,54.3,1.5
 3 Series,2013,19072,Semi-Auto,27604,Petrol,200,43.5,2.0
 M5,2018,80330,Automatic,5856,Petrol,145,26.9,4.4
 2 Series,2017,24037,Semi-Auto,14440,Diesel,145,64.2,2.0
 X3,2019,42835,Semi-Auto,4953,Petrol,145,30.4,2.0
 3 Series,2016,19877,Semi-Auto,42328,Diesel,30,62.8,2.0
 X3,2016,20144,Manual,60813,Diesel,160,52.3,2.0
 X1,2016,22685,Automatic,43475,Diesel,125,57.6,2.0
 X1,2017,24694,Semi-Auto,26249,Petrol,160,44.8,2.0
 1 Series,2018,20144,Manual,7950,Petrol,145,37.7,1.5
 4 Series,2017,25994,Semi-Auto,21888,Diesel,145,55.4,3.0
 X1,2017,25344,Semi-Auto,23397,Diesel,125,57.6,2.0
 X1,2016,24694,Semi-Auto,17604,Diesel,125,60.1,2.0
 2 Series,2016,19494,Semi-Auto,56010,Diesel,125,57.6,2.0
 3 Series,2019,28588,Semi-Auto,12245,Petrol,145,47.9,2.0
 5 Series,2018,33794,Semi-Auto,15255,Hybrid,135,156.9,2.0
 1 Series,2017,19045,Manual,12616,Diesel,30,65.7,2.0
 X1,2017,25402,Automatic,34240,Diesel,125,57.6,2.0
 2 Series,2016,20943,Semi-Auto,28280,Petrol,125,53.3,1.5
 3 Series,2016,18855,Manual,35210,Diesel,30,64.2,2.0
 3 Series,2016,18183,Manual,22030,Petrol,150,49.6,1.5
 1 Series,2016,19048,Manual,9461,Diesel,20,70.6,1.5
 3 Series,2016,22932,Semi-Auto,28590,Diesel,145,56.5,3.0
 5 Series,2017,29237,Semi-Auto,36549,Diesel,30,65.7,2.0
 i3,2017,27937,Automatic,26139,Hybrid,135,470.8,0.0
 X3,2016,25987,Semi-Auto,34325,Diesel,145,54.3,2.0
 5 Series,2017,28327,Automatic,27744,Diesel,145,60.1,2.0
 2 Series,2019,28587,Automatic,8351,Hybrid,135,148.7,1.5
 X5,2019,68887,Automatic,10,Diesel,145,37.7,3.0
 2 Series,2019,29185,Automatic,11275,Hybrid,135,148.7,1.5
 2 Series,2019,25337,Automatic,5809,Diesel,145,51.4,2.0
 1 Series,2019,29757,Semi-Auto,1581,Diesel,145,74.3,2.0
 1 Series,2019,28587,Semi-Auto,1540,Diesel,145,78.5,1.5
 X2,2020,41587,Semi-Auto,5,Petrol,145,39.8,2.0
 2 Series,2016,16835,Manual,36633,Diesel,20,74.3,1.5
 X2,2018,33137,Semi-Auto,10597,Diesel,145,58.9,2.0
 4 Series,2019,32354,Manual,8129,Petrol,145,46.3,2.0
 X4,2020,61094,Semi-Auto,999,Diesel,145,37.2,3.0
 X5,2018,45494,Automatic,26107,Hybrid,135,85.6,2.0
 2 Series,2016,22087,Semi-Auto,27589,Diesel,30,62.8,2.0
 3 Series,2019,41587,Automatic,9850,Diesel,145,52.3,2.0
 3 Series,2019,45487,Automatic,7250,Diesel,145,49.6,2.0
 2 Series,2019,33735,Automatic,5000,Diesel,145,48.7,2.0
 3 Series,2019,41594,Automatic,7693,Diesel,145,52.3,2.0
 X1,2016,19494,Manual,30000,Diesel,20,68.9,2.0
 X1,2019,36898,Manual,999,Diesel,145,68.9,2.0
 X6,2019,55754,Automatic,10231,Diesel,145,44.8,3.0
 4 Series,2019,40154,Automatic,3309,Diesel,145,60.1,2.0
 1 Series,2018,29894,Semi-Auto,12537,Petrol,145,39.8,3.0
 Z4,2019,57194,Automatic,4401,Petrol,145,33.2,3.0
 5 Series,2014,19227,Semi-Auto,40715,Diesel,30,62.8,2.0
 3 Series,2017,20527,Manual,35238,Diesel,30,64.2,2.0
 X1,2017,25337,Automatic,19090,Diesel,145,65.7,2.0
 2 Series,2017,28457,Semi-Auto,25223,Petrol,200,39.8,3.0
 7 Series,2017,44187,Semi-Auto,28998,Petrol,300,35.3,4.4
 3 Series,2019,38857,Automatic,5211,Diesel,145,52.3,2.0
 3 Series,2019,41587,Automatic,5,Petrol,145,42.2,2.0
 2 Series,2020,37694,Semi-Auto,5,Diesel,145,67.3,2.0
 5 Series,2017,29237,Semi-Auto,26002,Diesel,145,68.9,2.0
 2 Series,2020,37037,Semi-Auto,5,Petrol,145,50.4,2.0
 1 Series,2020,42887,Semi-Auto,6870,Diesel,145,48.7,2.0
 X1,2020,37687,Semi-Auto,1981,Petrol,145,46.3,1.5
 4 Series,2019,41587,Automatic,7800,Petrol,145,44.8,2.0
 2 Series,2019,38987,Automatic,6300,Hybrid,135,113.0,1.5
 X2,2019,44837,Automatic,5730,Petrol,145,34.0,2.0
 X1,2017,25987,Semi-Auto,32000,Diesel,125,57.6,2.0
 3 Series,2018,28587,Semi-Auto,8426,Petrol,145,48.7,2.0
 4 Series,2018,28587,Semi-Auto,20611,Diesel,145,60.1,2.0
 3 Series,2019,40235,Semi-Auto,7586,Petrol,145,41.5,2.0
 X3,2020,59788,Semi-Auto,120,Diesel,150,48.7,3.0
 X2,2019,48075,Semi-Auto,4497,Petrol,150,34.0,2.0
 3 Series,2014,19347,Semi-Auto,63820,Diesel,165,49.6,3.0
 3 Series,2019,46787,Automatic,6393,Diesel,145,52.3,2.0
 3 Series,2019,38987,Automatic,7337,Diesel,145,52.3,2.0
 1 Series,2019,44187,Automatic,9599,Petrol,145,34.5,2.0
 3 Series,2019,42887,Automatic,9892,Diesel,145,48.7,2.0
 1 Series,2019,41587,Automatic,4920,Petrol,145,34.5,2.0
 3 Series,2019,51207,Automatic,8945,Diesel,145,43.5,3.0
 4 Series,2019,40287,Automatic,9897,Diesel,145,53.3,3.0
 4 Series,2020,35087,Semi-Auto,7,Petrol,145,48.7,2.0
 3 Series,2020,45487,Semi-Auto,4100,Petrol,145,41.5,2.0
 1 Series,2017,21827,Manual,15468,Petrol,145,46.3,2.0
 3 Series,2020,48087,Semi-Auto,2475,Petrol,145,40.4,2.0
 X5,2017,45487,Automatic,27044,Diesel,145,47.1,3.0
 1 Series,2020,42894,Semi-Auto,5,Diesel,145,48.7,2.0
 3 Series,2014,17473,Manual,38000,Diesel,30,61.4,2.0
 3 Series,2014,18879,Semi-Auto,67000,Diesel,125,58.9,2.0
 2 Series,2016,17579,Manual,53207,Diesel,20,68.9,1.5
 X3,2016,27210,Semi-Auto,38489,Diesel,145,54.3,2.0
 2 Series,2019,25831,Manual,123,Petrol,145,42.8,1.5
 X3,2019,45347,Semi-Auto,6000,Petrol,145,30.4,2.0
 2 Series,2017,19097,Semi-Auto,24997,Diesel,20,68.9,2.0
 1 Series,2015,13897,Manual,61676,Diesel,20,70.6,2.0
 3 Series,2019,44187,Semi-Auto,9598,Diesel,150,47.9,3.0
 1 Series,2019,29757,Manual,5463,Petrol,150,41.5,1.5
 1 Series,2019,29757,Manual,5842,Petrol,150,41.5,1.5
 1 Series,2019,29757,Manual,11506,Petrol,150,41.5,1.5
 X5,2019,67587,Semi-Auto,9607,Petrol,150,27.2,3.0
 X1,2019,35737,Semi-Auto,5742,Petrol,150,48.7,2.0
 X3,2019,50635,Semi-Auto,3290,Diesel,150,54.3,2.0
 1 Series,2019,29250,Manual,7781,Petrol,150,41.5,1.5
 3 Series,2019,55894,Automatic,1606,Petrol,145,34.9,3.0
 5 Series,2020,40294,Semi-Auto,999,Hybrid,145,49.6,2.0
 X3,2020,46794,Semi-Auto,4373,Diesel,145,54.3,2.0
 4 Series,2020,34775,Semi-Auto,2986,Diesel,150,65.7,2.0
 2 Series,2020,35750,Semi-Auto,1086,Petrol,150,42.2,1.5
 X1,2019,33800,Semi-Auto,2400,Diesel,150,60.1,2.0
 1 Series,2019,26975,Manual,4619,Petrol,150,44.1,1.5
 3 Series,2019,43225,Semi-Auto,8496,Diesel,145,47.9,3.0
 2 Series,2020,25350,Automatic,5746,Petrol,150,42.2,1.5
 1 Series,2016,18525,Manual,18372,Petrol,125,52.3,1.5
 X3,2019,47450,Semi-Auto,7503,Petrol,150,34.5,3.0
 3 Series,2015,16899,Semi-Auto,45191,Diesel,125,58.9,2.0
 1 Series,2017,18054,Manual,40014,Diesel,20,70.6,1.5
 3 Series,2019,42754,Automatic,13136,Petrol,145,42.2,2.0
 5 Series,2019,45354,Automatic,948,Diesel,145,55.4,2.0
 1 Series,2019,37554,Automatic,999,Diesel,145,48.7,2.0
 X6,2020,90994,Semi-Auto,999,Diesel,145,34.9,3.0
 3 Series,2019,38854,Manual,2454,Diesel,145,54.3,2.0
 4 Series,2019,38854,Manual,999,Petrol,145,46.3,2.0
 2 Series,2016,14944,Manual,26883,Petrol,125,52.3,1.5
 6 Series,2016,29887,Semi-Auto,21654,Diesel,200,49.6,3.0
 1 Series,2016,15242,Manual,32000,Diesel,20,72.4,1.5
 X1,2017,27950,Automatic,25100,Diesel,145,57.6,2.0
 2 Series,2016,13520,Manual,72890,Petrol,125,53.3,1.5
 3 Series,2019,34385,Semi-Auto,2754,Diesel,150,52.3,2.0
 3 Series,2019,35685,Semi-Auto,7491,Petrol,150,41.5,2.0
 1 Series,2019,33787,Semi-Auto,6596,Diesel,150,51.4,2.0
 X1,2015,23387,Semi-Auto,10258,Diesel,30,65.7,2.0
 X1,2017,31187,Semi-Auto,1061,Petrol,165,44.8,2.0
 M3,2019,81894,Semi-Auto,5957,Petrol,145,33.2,3.0
 1 Series,2017,20654,Automatic,20890,Diesel,145,68.9,2.0
 3 Series,2020,40300,Semi-Auto,986,Diesel,150,50.4,2.0
 3 Series,2020,45500,Semi-Auto,1986,Petrol,145,40.4,2.0
 1 Series,2017,24700,Semi-Auto,42657,Petrol,200,39.8,3.0
 X5,2019,66950,Semi-Auto,10,Diesel,145,37.7,3.0
 4 Series,2019,32175,Semi-Auto,4642,Petrol,145,45.6,2.0
 2 Series,2017,21125,Semi-Auto,23374,Diesel,150,65.7,2.0
 3 Series,2018,23394,Semi-Auto,40456,Diesel,145,64.2,2.0
 3 Series,2019,33654,Automatic,2258,Diesel,145,62.8,2.0
 X5,2019,62394,Automatic,999,Diesel,145,37.7,3.0
 1 Series,2019,23254,Automatic,999,Petrol,145,55.5,1.5
 4 Series,2019,37554,Automatic,3419,Diesel,145,60.1,2.0
 4 Series,2014,20654,Manual,38000,Diesel,125,57.6,2.0
 3 Series,2018,32354,Semi-Auto,7298,Diesel,145,51.4,3.0
 X6,2020,72800,Automatic,7486,Diesel,145,34.9,3.0
 X2,2020,42900,Semi-Auto,3986,Petrol,145,34.0,2.0
 3 Series,2020,44200,Semi-Auto,4986,Diesel,145,47.9,3.0
 2 Series,2020,44200,Semi-Auto,2986,Petrol,145,36.2,2.0
 i3,2017,24700,Automatic,23983,Hybrid,0,470.8,0.0
 X1,2020,34775,Automatic,1000,Diesel,145,47.9,2.0
 M2,2019,59800,Manual,4534,Petrol,145,28.5,3.0
 5 Series,2017,32500,Automatic,18677,Diesel,145,60.1,3.0
 X1,2019,29575,Manual,10879,Petrol,145,39.8,1.5
 5 Series,2019,39650,Semi-Auto,8993,Hybrid,135,156.9,2.0
 X1,2016,26650,Semi-Auto,19010,Diesel,125,57.6,2.0
 3 Series,2019,33800,Semi-Auto,4315,Petrol,145,42.2,2.0
 X1,2017,26000,Semi-Auto,24150,Diesel,145,57.6,2.0
 3 Series,2019,33800,Semi-Auto,5358,Diesel,145,52.3,2.0
 3 Series,2017,21450,Semi-Auto,38620,Diesel,150,64.2,2.0
 X3,2019,41925,Semi-Auto,4386,Diesel,150,54.3,2.0
 5 Series,2015,17792,Automatic,77715,Diesel,160,52.3,3.0
 2 Series,2018,27238,Semi-Auto,42912,Petrol,150,47.9,2.0
 4 Series,2014,23481,Semi-Auto,49745,Diesel,165,50.4,3.0
 X1,2018,25897,Semi-Auto,25059,Diesel,150,60.1,2.0
 1 Series,2019,26975,Manual,5692,Petrol,145,44.1,1.5
 X1,2019,29900,Manual,8561,Petrol,145,39.8,1.5
 5 Series,2019,47450,Semi-Auto,1475,Petrol,150,39.2,3.0
 1 Series,2019,26975,Manual,5225,Petrol,150,44.1,1.5
 1 Series,2019,26975,Manual,6860,Petrol,150,44.1,1.5
 1 Series,2020,36192,Semi-Auto,150,Diesel,145,51.4,2.0
 4 Series,2019,42172,Manual,3792,Diesel,145,62.8,2.0
 2 Series,2020,47892,Semi-Auto,2422,Petrol,145,36.2,2.0
 4 Series,2020,51025,Semi-Auto,151,Diesel,150,47.9,3.0
 1 Series,2013,14288,Semi-Auto,46439,Petrol,150,48.7,1.6
 4 Series,2017,25155,Automatic,18399,Diesel,30,64.2,2.0
 3 Series,2017,23908,Semi-Auto,31116,Hybrid,0,134.5,2.0
 X2,2018,28744,Semi-Auto,16708,Petrol,150,38.7,2.0
 3 Series,2019,38303,Semi-Auto,4251,Petrol,145,42.2,2.0
 X2,2019,41769,Semi-Auto,11571,Petrol,145,34.0,2.0
 1 Series,2019,39546,Semi-Auto,10159,Petrol,145,34.5,2.0
 X3,2019,72293,Automatic,3367,Petrol,145,24.8,3.0
 3 Series,2017,22094,Manual,28700,Petrol,150,47.9,2.0
 1 Series,2017,18850,Manual,13681,Diesel,150,65.7,2.0
 2 Series,2019,25344,Manual,4824,Petrol,150,52.3,1.5
 2 Series,2019,25344,Manual,7937,Petrol,150,54.3,1.5
 X1,2017,26939,Semi-Auto,22636,Petrol,160,44.8,2.0
 2 Series,2019,37219,Semi-Auto,2564,Diesel,145,67.3,2.0
 X1,2019,33449,Semi-Auto,4495,Petrol,145,38.2,2.0
 X6,2015,34401,Semi-Auto,60930,Diesel,200,47.1,3.0
 1 Series,2014,13601,Manual,29260,Petrol,145,50.4,1.6
 1 Series,2016,19345,Manual,42452,Diesel,30,62.8,2.0
 X1,2017,25637,Semi-Auto,18800,Diesel,125,60.1,2.0
 X5,2016,31086,Automatic,89676,Diesel,200,47.1,3.0
 i3,2014,18437,Automatic,37161,Hybrid,0,470.8,0.0
 X6,2019,80410,Semi-Auto,1000,Diesel,145,34.9,3.0
 X1,2019,33596,Semi-Auto,7117,Diesel,145,60.1,2.0
 3 Series,2015,19477,Automatic,45909,Diesel,30,62.8,2.0
 X5,2019,67605,Semi-Auto,4000,Diesel,145,37.7,3.0
 4 Series,2016,25793,Semi-Auto,30968,Petrol,160,44.1,2.0
 X5,2019,68887,Semi-Auto,10,Diesel,150,37.7,3.0
 1 Series,2019,29757,Manual,10927,Petrol,150,41.5,1.5
 X2,2018,31844,Semi-Auto,13147,Diesel,150,58.9,2.0
 5 Series,2015,20149,Semi-Auto,43013,Diesel,30,62.8,2.0
 X5,2016,36582,Automatic,43003,Diesel,200,47.1,3.0
 X1,2017,27950,Semi-Auto,24814,Diesel,145,55.4,2.0
 X6,2016,27235,Semi-Auto,29211,Diesel,205,47.1,3.0
 X5,2014,26585,Automatic,89000,Diesel,205,45.6,3.0
 4 Series,2016,29448,Semi-Auto,33766,Petrol,200,41.5,3.0
 5 Series,2017,31123,Semi-Auto,23095,Diesel,125,60.1,2.0
 2 Series,2015,23416,Semi-Auto,13642,Diesel,125,57.6,2.0
 2 Series,2015,18045,Manual,25283,Petrol,150,47.9,2.0
 3 Series,2019,35822,Manual,7887,Diesel,145,54.3,2.0
 X5,2019,72787,Semi-Auto,6007,Diesel,145,33.6,3.0
 X2,2019,38146,Semi-Auto,1644,Petrol,145,36.2,2.0
 3 Series,2013,14394,Manual,78852,Diesel,30,62.8,2.0
 3 Series,2015,25533,Semi-Auto,23503,Diesel,160,51.4,3.0
 X1,2019,33691,Automatic,4230,Diesel,145,60.1,2.0
 2 Series,2019,28439,Automatic,7910,Diesel,145,64.2,2.0
 4 Series,2016,24097,Automatic,32814,Petrol,145,48.7,2.0
 M4,2019,54582,Automatic,144,Petrol,145,34.0,3.0
 X5,2019,68887,Semi-Auto,10,Diesel,150,37.7,3.0
 X5,2019,62387,Semi-Auto,8481,Diesel,150,37.7,3.0
 2 Series,2019,32097,Semi-Auto,7338,Petrol,150,47.9,2.0
 X5,2019,70005,Semi-Auto,16,Diesel,150,37.7,3.0
 4 Series,2016,25987,Semi-Auto,35900,Diesel,125,60.1,2.0
 3 Series,2017,27287,Semi-Auto,36000,Hybrid,135,134.5,2.0
 4 Series,2020,35970,Manual,151,Diesel,150,62.8,2.0
 X5,2015,38013,Automatic,35552,Diesel,205,47.1,3.0
 2 Series,2016,23354,Semi-Auto,20379,Diesel,125,60.1,2.0
 3 Series,2014,12925,Manual,97185,Diesel,30,65.7,2.0
 3 Series,2015,21633,Semi-Auto,49396,Petrol,160,44.1,2.0
 3 Series,2019,27877,Semi-Auto,6329,Diesel,145,55.4,2.0
 5 Series,2019,42380,Semi-Auto,8260,Hybrid,140,156.9,2.0
 3 Series,2019,34450,Semi-Auto,7120,Petrol,150,47.9,2.0
 3 Series,2018,22099,Manual,7000,Diesel,145,67.3,2.0
 3 Series,2019,37699,Automatic,11681,Diesel,145,52.3,2.0
 4 Series,2019,39182,Automatic,7583,Diesel,145,60.1,2.0
 3 Series,2019,45110,Semi-Auto,6006,Diesel,145,49.6,2.0
 4 Series,2019,40573,Automatic,4300,Diesel,145,53.3,3.0
 X1,2019,32305,Automatic,9784,Diesel,145,60.1,2.0
 3 Series,2019,24699,Automatic,11749,Diesel,145,62.8,2.0
 1 Series,2019,21522,Manual,9451,Diesel,145,68.9,2.0
 1 Series,2019,24699,Automatic,1000,Diesel,145,70.6,2.0
 X6,2019,54314,Semi-Auto,13000,Diesel,145,44.8,3.0
 4 Series,2019,38457,Automatic,5684,Petrol,145,41.5,3.0
 4 Series,2019,36010,Manual,110,Petrol,145,46.3,2.0
 1 Series,2017,18778,Automatic,21500,Diesel,145,72.4,1.5
 X3,2019,71499,Automatic,500,Petrol,145,24.8,3.0
 M2,2019,57850,Semi-Auto,4929,Petrol,150,29.1,3.0
 i3,2017,27950,Automatic,10900,Hybrid,140,470.8,0.0
 X1,2016,24050,Automatic,27000,Diesel,145,55.4,2.0
 3 Series,2015,19494,Automatic,44000,Diesel,145,56.5,3.0
 M4,2017,45958,Semi-Auto,9215,Petrol,300,34.0,3.0
 X2,2019,46111,Automatic,1566,Diesel,145,58.9,2.0
 1 Series,2016,20150,Semi-Auto,37753,Diesel,20,67.3,2.0
 5 Series,2017,33800,Semi-Auto,43533,Diesel,150,53.3,3.0
 Z4,2020,57590,Semi-Auto,1801,Petrol,150,33.2,3.0
 M4,2018,51999,Semi-Auto,10809,Petrol,150,34.0,3.0
 5 Series,2018,32499,Semi-Auto,17371,Diesel,145,62.8,2.0
 3 Series,2019,36399,Automatic,9214,Diesel,145,52.3,2.0
 5 Series,2019,37699,Automatic,13000,Petrol,145,47.9,2.0
 X3,2019,43927,Semi-Auto,3633,Petrol,145,30.4,2.0
 X4,2019,55315,Semi-Auto,8515,Petrol,145,26.9,3.0
 M2,2019,54743,Automatic,5644,Petrol,145,29.1,3.0
 2 Series,2019,27118,Manual,5684,Petrol,145,42.8,1.5
 2 Series,2019,27105,Manual,3993,Petrol,145,42.8,1.5
 2 Series,2019,30095,Semi-Auto,5035,Diesel,145,49.6,2.0
 2 Series,2019,27235,Manual,2178,Diesel,145,51.4,2.0
 3 Series,2020,54594,Automatic,4300,Petrol,145,33.6,3.0
 3 Series,2019,38999,Automatic,12143,Diesel,145,52.3,2.0
 X3,2019,45499,Automatic,12774,Diesel,145,54.3,2.0
 2 Series,2019,36394,Automatic,110,Diesel,145,64.2,2.0
 5 Series,2019,34954,Automatic,8070,Diesel,145,65.7,2.0
 4 Series,2019,35094,Manual,110,Petrol,145,46.3,2.0
 2 Series,2019,26722,Automatic,9736,Petrol,145,50.4,2.0
 2 Series,2019,27299,Automatic,37,Petrol,145,47.9,2.0
 M3,2017,70194,Automatic,3824,Petrol,145,34.0,3.0
 X3,2019,40867,Automatic,6172,Diesel,145,54.3,2.0
 4 Series,2019,29484,Automatic,9820,Petrol,145,45.6,2.0
 3 Series,2019,45695,Automatic,5920,Diesel,145,47.9,3.0
 M5,2019,105482,Semi-Auto,551,Petrol,145,24.1,4.4
 X1,2019,40664,Semi-Auto,2865,Diesel,145,36.7,2.0
 X2,2019,42562,Automatic,3857,Petrol,145,39.2,2.0
 3 Series,2019,41119,Automatic,4400,Diesel,145,52.3,2.0
 X6,2019,86775,Semi-Auto,2519,Petrol,145,26.4,3.0
 3 Series,2019,36400,Semi-Auto,8653,Petrol,145,46.3,2.0
 X5,2019,67594,Semi-Auto,11,Diesel,145,37.7,3.0
 3 Series,2019,42899,Automatic,4418,Diesel,145,49.6,2.0
 4 Series,2019,41398,Semi-Auto,6155,Diesel,145,47.9,3.0
 3 Series,2019,30189,Semi-Auto,11010,Diesel,145,54.3,2.0
 5 Series,2019,38999,Automatic,3936,Petrol,145,47.9,2.0
 2 Series,2019,27299,Semi-Auto,4923,Petrol,145,47.9,2.0
 3 Series,2019,36399,Automatic,14590,Diesel,145,52.3,2.0
 X5,2019,66170,Automatic,99,Diesel,145,37.7,3.0
 X2,2019,49855,Automatic,99,Diesel,145,58.9,2.0
 3 Series,2019,41594,Manual,894,Diesel,145,54.3,2.0
 X1,2019,36254,Manual,99,Diesel,145,48.7,2.0
 X1,2019,33799,Manual,99,Petrol,145,52.3,1.5
 X3,2019,44850,Automatic,1000,Diesel,145,54.3,2.0
 2 Series,2019,36394,Automatic,99,Diesel,145,47.1,2.0
 M4,2019,59799,Automatic,99,Petrol,145,34.0,3.0
 M4,2019,75140,Automatic,99,Petrol,145,34.0,3.0
 5 Series,2019,38994,Automatic,1000,Petrol,145,50.4,2.0
 7 Series,2016,44194,Semi-Auto,15143,Diesel,160,52.3,3.0
 5 Series,2020,38987,Semi-Auto,12,Hybrid,150,62.8,2.0
 3 Series,2020,42894,Semi-Auto,10,Diesel,145,50.4,2.0
 X5,2019,75400,Automatic,4010,Diesel,145,33.6,3.0
 X3,2019,47089,Semi-Auto,4624,Diesel,145,48.7,3.0
 X3,2019,46280,Semi-Auto,1299,Diesel,145,54.3,2.0
 5 Series,2019,43477,Semi-Auto,4118,Petrol,145,46.3,2.0
 2 Series,2019,27299,Manual,4524,Petrol,145,57.6,1.5
 1 Series,2019,28599,Semi-Auto,2040,Petrol,145,43.5,1.5
 1 Series,2019,33799,Semi-Auto,575,Diesel,145,62.8,2.0
 1 Series,2019,28889,Manual,397,Petrol,145,44.1,1.5
 2 Series,2018,24699,Automatic,254,Petrol,145,38.2,2.0
 4 Series,2019,37699,Semi-Auto,1000,Diesel,145,65.7,2.0
 X5,2019,94900,Automatic,5,Hybrid,135,188.3,3.0
 3 Series,2019,38422,Automatic,5035,Diesel,145,50.4,2.0
 4 Series,2019,41594,Manual,110,Diesel,145,55.4,2.0
 X1,2019,33799,Automatic,1100,Diesel,145,60.1,2.0
 4 Series,2019,45500,Automatic,110,Diesel,145,65.7,2.0
 4 Series,2019,29899,Automatic,1000,Diesel,145,60.1,2.0
 X3,2019,41925,Semi-Auto,4829,Diesel,150,54.3,2.0
 5 Series,2015,21775,Semi-Auto,27563,Petrol,160,46.3,2.0
 6 Series,2017,35100,Automatic,17942,Petrol,145,32.1,4.4
 X1,2017,25675,Semi-Auto,19159,Diesel,145,60.1,2.0
 2 Series,2016,22094,Semi-Auto,37573,Diesel,145,55.4,2.0
 1 Series,2013,12994,Manual,33731,Diesel,20,68.9,2.0
 3 Series,2017,28594,Semi-Auto,25542,Diesel,160,51.4,3.0
 X5,2019,66294,Semi-Auto,4151,Diesel,145,37.7,3.0
 3 Series,2019,45494,Semi-Auto,4255,Diesel,145,49.6,2.0
 3 Series,2019,33794,Semi-Auto,5687,Diesel,145,52.3,2.0
 3 Series,2015,19494,Semi-Auto,40781,Diesel,125,61.4,2.0
 X3,2019,48087,Semi-Auto,5922,Diesel,145,54.3,2.0
 3 Series,2019,36387,Manual,3319,Diesel,145,54.3,2.0
 1 Series,2019,28599,Semi-Auto,1591,Petrol,145,43.5,1.5
 3 Series,2019,45499,Automatic,20329,Diesel,145,48.7,2.0
 7 Series,2019,61099,Semi-Auto,10504,Petrol,145,34.5,3.0
 X2,2020,42302,Semi-Auto,99,Petrol,150,39.2,2.0
 X7,2019,94250,Automatic,5929,Diesel,145,31.4,3.0
 3 Series,2016,19499,Manual,26307,Petrol,145,47.9,2.0
 3 Series,2018,24310,Semi-Auto,42565,Diesel,145,64.2,2.0
 3 Series,2018,35100,Semi-Auto,12513,Diesel,145,51.4,3.0
 1 Series,2015,15984,Semi-Auto,56000,Diesel,20,67.3,2.0
 X3,2016,22744,Semi-Auto,31100,Diesel,145,54.3,2.0
 1 Series,2016,18080,Semi-Auto,13708,Diesel,20,68.9,1.5
 5 Series,2018,35750,Semi-Auto,3627,Hybrid,135,156.9,2.0
 7 Series,2017,44200,Semi-Auto,34024,Hybrid,0,128.4,2.0
 3 Series,2017,25350,Semi-Auto,9377,Hybrid,0,134.5,2.0
 2 Series,2020,25350,Automatic,4330,Petrol,145,42.2,1.5
 2 Series,2020,28600,Automatic,5436,Diesel,145,67.3,2.0
 2 Series,2020,25350,Automatic,3622,Petrol,145,42.2,1.5
 8 Series,2020,77994,Semi-Auto,700,Petrol,145,31.7,3.0
 5 Series,2019,38422,Automatic,15094,Diesel,145,65.7,2.0
 X5,2019,67587,Semi-Auto,12,Diesel,145,37.7,3.0
 Z4,2016,21450,Semi-Auto,29850,Petrol,205,41.5,2.0
 3 Series,2018,27950,Semi-Auto,13058,Diesel,150,60.1,2.0
 3 Series,2015,20540,Manual,23293,Diesel,145,55.4,2.0
 3 Series,2016,23394,Semi-Auto,43417,Diesel,160,51.4,3.0
 X2,2019,32494,Semi-Auto,4980,Diesel,145,52.3,2.0
 X6,2018,47522,Semi-Auto,17500,Diesel,145,40.9,3.0
 4 Series,2020,38350,Semi-Auto,10,Petrol,145,48.7,2.0
 3 Series,2019,37554,Automatic,10799,Diesel,145,52.3,2.0
 3 Series,2019,43809,Semi-Auto,7736,Hybrid,135,8.8,2.0
 X3,2019,56550,Semi-Auto,5554,Petrol,145,34.5,3.0
 5 Series,2019,44850,Automatic,99,Hybrid,135,156.9,2.0
 1 Series,2019,25999,Semi-Auto,6386,Petrol,145,47.9,2.0
 1 Series,2019,37050,Semi-Auto,9058,Diesel,150,51.4,2.0
 3 Series,2017,27294,Semi-Auto,26810,Hybrid,0,134.5,2.0
 2 Series,2019,24694,Semi-Auto,8157,Petrol,150,40.9,1.5
 1 Series,2014,12739,Manual,46000,Petrol,145,50.4,1.6
 3 Series,2017,14949,Manual,66488,Diesel,20,68.9,2.0
 1 Series,2017,25935,Semi-Auto,30173,Petrol,205,39.8,3.0
 2 Series,2017,22243,Semi-Auto,34032,Diesel,145,65.7,2.0
 4 Series,2018,25181,Automatic,26739,Diesel,145,65.7,2.0
 3 Series,2014,14040,Manual,50810,Diesel,30,61.4,2.0
 4 Series,2019,36127,Semi-Auto,7298,Petrol,145,41.5,3.0
 5 Series,2019,36387,Automatic,14541,Diesel,145,65.7,2.0
 X5,2019,68237,Semi-Auto,7443,Petrol,145,27.2,3.0
 X1,2020,41372,Semi-Auto,99,Diesel,145,47.9,2.0
 X5,2019,64337,Semi-Auto,3252,Diesel,145,37.7,3.0
 1 Series,2019,33799,Semi-Auto,1356,Diesel,145,50.4,2.0
 X1,2019,33787,Semi-Auto,7333,Diesel,145,60.1,2.0
